sample_index,ASM_A_MeanT,ASD_A_SDevT,BSM_B_MeanT,BSD_B_SDevT,CSM_C_MeanT,CSD_C_SDevT,ISM_I_MeanT,ISD_I_SDevT,ALM_A_MeanT,ALD_A_SDevT,BLM_B_MeanT,BLD_B_SDevT,CLM_C_MeanT,CLD_C_SDevT,ILM_I_MeanT,ILD_I_SDevT
14,0.737510095765551,0.794370815685203,0.5067750677506776,0.528497409326425,0.5362776025236595,0.6265761396702232,0.6986301369863017,0.8717948717948719,0.49275362318840593,0.8619718309859155,0.5365499727915836,0.5804576825281512,0.5064548162859979,0.5710394916023606,0.8015517755893763,0.7935368043087973
15,0.762131870752358,0.8601864181091878,0.5067750677506776,0.528497409326425,0.5362776025236595,0.6265761396702232,0.6296296296296299,0.93734335839599,0.49275362318840593,0.8619718309859155,0.5365499727915836,0.5804576825281512,0.5064548162859979,0.5710394916023606,0.7932663910218545,0.8080438756855576
16,0.8166602785230632,0.6460717857539727,0.5067750677506776,0.5160202360876899,0.5029585798816572,0.49275362318840593,0.6710526315789476,0.6243739565943239,0.5762711864406779,0.770780856423174,0.5232619847868388,0.5393182585217686,0.4995102840352595,0.5710394916023606,0.7617697107203628,0.779541446208113
17,0.4735867229754755,0.4370114251352978,0.5718654434250766,0.4664634146341465,0.5362776025236595,0.4799405646359585,0.7338129496402879,0.3515037593984964,0.5862068965517238,0.42977528089887657,0.6282922684791846,0.5879323031640914,0.4586330935251801,1.0,0.7469410456062291,0.3771331058020479
18,0.4372990353697747,0.4562146892655369,0.4549878345498785,0.42977528089887657,0.5610561056105613,0.5356550580431179,0.5230769230769232,0.4770408163265307,0.5483870967741941,0.4664634146341465,0.5075497597803708,0.5879323031640914,0.5835240274599546,0.8179453836150847,0.6517835476826015,0.43248532289628194
19,0.8881478393775174,0.6460717857539727,0.9816272965879265,0.6181818181818183,0.7522123893805309,0.7868453105968333,0.5666666666666668,0.5762711864406781,0.971428571428572,0.9357798165137613,0.8848339814537843,0.901297236322617,0.7015130674002749,0.7343841214244018,0.7326786688488817,0.9671772428884028
20,0.4211636028200561,0.40307820299500846,0.5780525502318394,0.48726114649681546,0.4829545454545458,0.4799405646359585,0.4722222222222223,0.49602122015915134,0.4722222222222216,0.5100000000000002,0.45803654382161674,0.5208604954367668,0.6129807692307689,0.5290159798149707,0.5159431425278527,0.5511221945137158
21,0.7088832205833399,0.5846741753821402,0.5843750000000002,0.5349650349650351,0.4829545454545458,1.0,0.7968749999999999,0.5993589743589745,0.6799999999999997,0.7574257425742577,0.49564343163538893,0.5457650273224046,0.7369942196531795,0.6424923391215528,0.6252327746741156,0.5877659574468086
22,0.7088832205833399,0.5846741753821402,0.5843750000000002,0.5349650349650351,0.4829545454545458,1.0,0.7968749999999999,0.5993589743589745,0.6799999999999997,0.7574257425742577,0.49564343163538893,0.5457650273224046,0.7369942196531795,0.6424923391215528,0.6252327746741156,0.5877659574468086
23,0.7088832205833399,0.5846741753821402,0.5843750000000002,0.5349650349650351,0.4829545454545458,1.0,0.7968749999999999,0.5993589743589745,0.6799999999999997,0.7574257425742577,0.49564343163538893,0.5457650273224046,0.7369942196531795,0.6424923391215528,0.6252327746741156,0.5877659574468086
24,0.6177636029767105,0.5553539019963704,0.5780525502318393,0.7445255474452555,0.7296137339055798,0.8218829516539441,0.6335403726708075,0.6938775510204083,0.5396825396825403,0.9357798165137613,0.614585497610638,0.8670645686380902,0.9604519774011308,0.6788990825688074,0.5531301482701813,0.7049441786283893
25,0.9148418491484214,0.5444329993445081,0.49734042553191504,0.49275362318840593,0.5362776025236595,0.6265761396702232,0.5795454545454547,0.5201668984700976,0.5762711864406779,0.9776357827476039,0.5434503031416499,0.6461787302871008,0.8485856905158063,0.765672550213025,0.5612202256581698,0.5838837516512551
26,0.4940867279894864,0.4562146892655369,0.355175688509022,0.3591549295774649,1.0,0.34526990913949773,1.0,0.44312796208530814,0.6799999999999997,0.42977528089887657,0.5265218939124245,0.7405004633920299,0.7680722891566262,0.6203155818540436,0.9388325760223701,0.40108892921960093
27,0.5975507151537792,0.6588848594741615,0.5373563218390807,1.0,0.6513409961685827,0.7546728971962617,0.7338129496402879,0.4004282655246254,0.7391304347826099,0.44736842105263175,0.5265218939124245,0.7653256704980845,0.7680722891566262,0.691969196919692,0.9388325760223701,0.4085027726432534
28,0.8795926792349011,0.6460717857539727,0.884160756501182,0.7200000000000001,0.8292682926829261,0.9022346368715085,0.5828571428571431,0.7494989979959921,0.6415094339622647,0.8292682926829271,0.9441429939355253,0.5804576825281511,0.5442902881536823,0.7055524397083568,0.5265634189374634,0.7049441786283893
29,0.9945542243659612,0.5867393278837422,0.7695473251028808,0.8619718309859155,0.8436724565756814,0.5867393278837422,0.7846153846153847,0.892601431980907,0.6938775510204076,0.9357798165137613,0.7717192799373859,0.6115575966322235,0.5610561056105611,0.6097915656810472,0.5781317262161,0.8549323017408126
30,0.6578161984151493,0.8178365452243634,0.8697674418604653,0.6552462526766597,0.7640449438202244,0.8601864181091878,0.9807692307692307,0.527503526093089,0.8717948717948701,0.9357798165137613,0.7445255474452558,0.8353371667537898,0.6398996235884568,0.765672550213025,0.7932663910218545,0.9075975359342916
31,0.6393918175452631,0.6460717857539727,0.9639175257731959,0.7445255474452557,0.8740359897172233,0.7868453105968333,0.8869565217391305,0.7648261758691207,0.6415094339622647,0.770780856423174,0.6955090524335764,0.7527084314649082,0.5978898007033998,0.799745708836618,0.9274861878453043,0.8717948717948717
32,0.4639616752558611,0.6195652173913044,0.5216178521617854,0.6860986547085202,0.5422647527910692,0.5356550580431179,0.5483870967741936,0.4710327455919397,0.39534883720930236,0.48726114649681546,0.4173250564334087,0.6198603568657877,0.7369942196531795,0.5621090259159965,0.4602467443454423,0.5511221945137158
33,0.4639616752558611,0.6195652173913044,0.5216178521617854,0.6860986547085202,0.5422647527910692,0.5356550580431179,0.5483870967741936,0.4710327455919397,0.39534883720930236,0.48726114649681546,0.4173250564334087,0.6198603568657877,0.7369942196531795,0.5621090259159965,0.4602467443454423,0.5511221945137158
34,0.7088832205833399,1.0,0.5718654434250766,0.5625000000000001,0.46008119079837656,0.5516652433817252,0.5604395604395606,0.46517412935323404,0.435897435897436,0.8138297872340428,0.4257340241796202,0.603474320241692,0.681818181818182,0.5996186844613919,0.4547917372163903,0.5377128953771291
35,0.7088832205833399,1.0,0.5718654434250766,0.5625000000000001,0.46008119079837656,0.5516652433817252,0.5604395604395606,0.46517412935323404,0.435897435897436,0.8138297872340428,0.4257340241796202,0.603474320241692,0.681818181818182,0.5996186844613919,0.4547917372163903,0.5377128953771291
36,0.7088832205833399,1.0,0.5718654434250766,0.5625000000000001,0.46008119079837656,0.5516652433817252,0.5604395604395606,0.46517412935323404,0.435897435897436,0.8138297872340428,0.4257340241796202,0.603474320241692,0.681818181818182,0.5996186844613919,0.4547917372163903,0.5377128953771291
37,0.7088832205833399,1.0,0.5718654434250766,0.5625000000000001,0.46008119079837656,0.5516652433817252,0.5604395604395606,0.46517412935323404,0.435897435897436,0.8138297872340428,0.4257340241796202,0.603474320241692,0.681818181818182,0.5996186844613919,0.4547917372163903,0.5377128953771291
38,0.6349458627197795,0.8601864181091878,0.5320056899004268,0.528497409326425,0.49780380673499314,0.49275362318840593,0.8644067796610171,0.5762711864406781,0.7555555555555564,0.5850860420650096,0.7860749402072815,0.7286821705426356,0.8485856905158063,0.5369184805804526,0.8847167325428192,0.7935368043087973
39,0.5193792150808512,0.9707797628986476,0.5540740740740742,0.5415929203539824,0.49780380673499314,0.49275362318840593,0.9714285714285715,0.5675265553869501,0.5762711864406779,0.6181818181818183,0.6733439562941043,0.901297236322617,0.663198959687906,0.631209232313096,0.8551416746259152,0.7281713344316312
40,0.8166602785230632,0.8601864181091878,0.5165745856353592,0.5553539019963704,0.49275362318840593,0.49275362318840593,0.8292682926829271,0.7648261758691207,0.5396825396825403,0.6970387243735763,0.565258933690044,0.6849549935705103,0.5284974093264249,0.799745708836618,0.845717884130982,0.6831530139103557
41,0.762131870752358,0.7379109023987817,0.5116279069767442,0.5553539019963704,0.5610561056105613,0.6060037523452159,0.6580645161290324,0.93734335839599,0.5964912280701749,0.8292682926829271,0.5106162610046608,0.552367784306948,0.6398996235884568,0.765672550213025,0.5738090151676994,0.7529812606473597
42,0.4639616752558611,0.41935949221004054,0.3974495217853349,0.40583554376657843,0.8018867924528313,0.37319468515309084,0.6891891891891893,0.700374531835206,0.6538461538461541,0.42977528089887657,0.5331651045421776,0.6198603568657877,0.9010600706713782,0.6203155818540436,0.9274861878453039,0.43675889328063255
43,0.560849346319207,0.7379109023987817,0.625418060200669,0.7989556135770236,0.6181818181818177,0.6265761396702232,0.5895953757225434,0.8329621380846326,0.9189189189189161,0.9776357827476039,0.7578785549577249,0.665002080732418,0.5209397344228807,0.8369926813040586,0.9055967633175991,0.5838837516512551
44,0.6723466919112262,0.6082226174286014,0.5067750677506776,0.5160202360876899,0.8900523560209417,0.8601864181091878,0.5100000000000002,0.506089309878214,0.5396825396825403,0.675496688741722,0.5577974731284179,0.6650020807324178,0.6513409961685822,0.9229640498899486,0.49275362318840593,0.568854568854569
45,0.7685463508476611,0.9378932085820293,0.884160756501182,0.770780856423174,0.9066666666666655,0.8218829516539441,0.7669172932330828,0.7206165703275531,0.8292682926829261,0.9357798165137613,0.8164504554236819,0.7061422889969068,0.7152875175315575,0.7055524397083568,0.7469410456062293,0.7935368043087973
46,0.33969283095073616,0.4771831910702562,0.4259681093394079,0.6095617529880479,0.6104129263913829,0.5356550580431179,0.37362637362637374,0.580745341614907,0.41463414634146306,0.5625000000000001,0.42148760330578533,0.5879323031640914,0.7369942196531795,0.580258302583026,0.45211243898333636,0.6480938416422288
47,0.6219713924296973,0.9378932085820293,0.7276264591439691,0.9357798165137613,0.7296137339055788,0.9486049926578559,0.703448275862069,0.6938775510204083,0.8292682926829261,0.8973607038123169,0.7578785549577249,0.86706456863809,0.5882352941176473,0.9229640498899486,0.9871370819551635,0.7660311958405547
48,0.762131870752358,0.5444329993445081,0.5267605633802818,0.6552462526766597,0.9066666666666671,0.568661971830986,0.5204081632653064,0.5201668984700976,0.6938775510204076,0.5160202360876899,0.5168617857766906,0.5804576825281512,0.5882352941176473,0.9729311678267595,0.5571458203692182,0.6079779917469053
49,0.5713774917314771,0.5553539019963704,0.5483870967741936,0.5698324022346369,0.5483870967741941,0.6976241900647949,0.733812949640288,0.9614395886889461,0.5964912280701749,0.9776357827476039,0.5168617857766906,0.552367784306948,0.5209397344228807,0.6097915656810472,0.6303684581084252,0.6831530139103557
50,0.6927495393952555,0.9378932085820293,0.5116279069767442,0.5415929203539824,0.5082212257100153,0.5062695924764892,0.6296296296296299,0.7648261758691207,0.6666666666666666,0.675496688741722,0.5106162610046608,0.5268710847345863,0.5135951661631423,0.5534535855697318,0.5825200607243549,0.6938775510204084
51,0.8795926792349011,0.6082226174286014,0.502013422818792,0.5160202360876899,0.5029585798816572,0.49275362318840593,0.6257668711656442,0.6690518783542041,0.5964912280701749,0.9776357827476039,0.5168617857766906,0.5660644704215375,0.5442902881536823,0.799745708836618,0.6355892096545197,0.6626686656671665
52,0.7200630843753509,0.6082226174286014,0.8841607565011823,0.6552462526766597,0.7407407407407409,0.6976241900647949,1.0,0.6349745331069611,0.9189189189189204,0.9357798165137613,0.944142993935525,0.86706456863809,0.7296137339055798,0.765672550213025,0.7617697107203628,0.9464668094218416
53,0.7685463508476611,0.8601864181091878,0.9468354430379746,0.8973607038123167,0.9604519774011291,0.8601864181091878,0.9714285714285715,0.9868073878627969,0.7234042553191476,0.6361746361746363,0.7860749402072815,0.9012972363226173,0.6181818181818187,0.9729311678267596,0.9055967633175998,0.7281713344316312
54,0.7953216374268995,0.6460717857539727,0.8990384615384616,0.8619718309859155,1.0,0.6976241900647949,0.6845637583892619,0.7069943289224954,0.8292682926829261,0.675496688741722,0.8164504554236821,0.86706456863809,0.663198959687907,0.799745708836618,0.9746008708272856,0.9075975359342916
55,0.6177636029767105,0.9707797628986476,0.5165745856353592,0.528497409326425,0.5029585798816572,0.49275362318840593,0.733812949640288,0.6243739565943239,0.5964912280701749,0.8973607038123169,0.5168617857766906,0.5393182585217686,0.4995102840352595,0.5534535855697318,0.6806893056259504,0.5838837516512551
56,0.762131870752358,0.6082226174286014,0.502013422818792,0.5160202360876899,0.5029585798816572,0.49275362318840593,0.6580645161290324,0.5852895148669798,0.5964912280701749,0.8973607038123169,0.5168617857766906,0.5660644704215375,0.4995102840352595,0.5710394916023606,0.8100120627261759,0.7049441786283893
57,0.8795926792349011,0.5444329993445081,0.49734042553191504,0.49275362318840593,0.6261510128913444,0.568661971830986,0.5257731958762889,0.5201668984700976,0.7234042553191503,0.770780856423174,0.5365499727915836,0.6849549935705103,0.7762557077625565,0.8369926813040586,0.591499669676283,0.8080438756855576
58,0.49275362318840593,0.49275362318840593,0.5908372827804108,0.770780856423174,0.7296137339055798,0.568661971830986,0.6455696202531648,0.7974413646055438,0.6666666666666666,0.49275362318840593,0.7191830780452225,0.7286821705426356,0.8900523560209428,0.6788990825688074,0.7397411181492701,0.8230912476722534
59,0.8166602785230632,0.6460717857539727,0.5067750677506776,0.5160202360876899,0.5882352941176473,0.9486049926578561,0.6415094339622642,0.7807933194154489,0.6938775510204076,0.675496688741722,0.5168617857766906,0.552367784306948,0.607866507747318,0.8369926813040586,0.5452699959399108,0.65288035450517
60,0.8795926792349011,0.5173058101254562,0.49734042553191504,0.49275362318840593,0.5190839694656494,0.6060037523452159,0.6580645161290324,0.9144254278728607,0.6415094339622647,0.8973607038123169,0.5232619847868388,0.5956019381289602,0.5209397344228807,0.631209232313096,0.6462945139557267,0.779541446208113
61,0.9945542243659612,0.5173058101254562,0.49734042553191504,0.49275362318840593,0.5190839694656494,0.5356550580431179,0.5895953757225435,0.5428156748911468,0.6415094339622647,0.601178781925344,0.5365499727915836,0.6283916633896974,0.9604519774011308,0.8369926813040586,0.5265634189374634,0.5917001338688087
62,0.5749752631105512,0.794370815685203,0.8697674418604653,0.7200000000000001,0.8585858585858586,0.6265761396702232,0.6335403726708075,0.7206165703275531,0.790697674418605,0.49275362318840593,0.9883060474440359,0.7061422889969068,0.607866507747318,0.7343841214244018,0.8847167325428192,0.5917001338688087
63,0.6531112700521132,0.8601864181091878,0.5216178521617854,0.5553539019963704,0.9239130434782609,1.0,0.5543478260869567,0.6690518783542041,0.5964912280701749,0.770780856423174,0.5365499727915836,0.6461787302871008,0.9357798165137605,0.631209232313096,0.5531301482701813,0.6164574616457462
64,0.9630857315051946,0.8601864181091878,0.9303482587064676,0.6970387243735765,0.698151950718686,0.7868453105968333,0.6710526315789476,0.9868073878627969,0.7555555555555564,0.6361746361746363,0.614585497610638,0.9383440986494422,0.810810810810811,0.7343841214244018,0.5531301482701813,0.6727549467275497
65,0.788454422104357,0.5745627038244887,0.5718654434250766,0.7989556135770236,1.0,0.672216441207076,0.5177664974619292,0.6243739565943239,0.5964912280701749,0.8619718309859155,0.6842470506592646,0.5956019381289602,0.5525460455037922,0.6788990825688074,0.6630461614416199,0.6079779917469051
66,0.9530341434322371,0.5173058101254562,0.49734042553191504,0.49275362318840593,0.5029585798816572,0.5062695924764892,0.5454545454545456,0.49275362318840593,0.790697674418605,0.770780856423174,0.565258933690044,0.901297236322617,0.6513409961685822,0.765672550213025,0.6055004508566277,0.8387096774193549
67,0.7144294176819066,0.5173058101254562,0.5320056899004268,0.6181818181818183,0.8740359897172233,0.6976241900647949,0.5000000000000002,0.527503526093089,0.6415094339622647,0.6361746361746363,0.614585497610638,0.9012972363226173,0.8292682926829267,0.9229640498899486,0.5057427979664848,0.6341463414634148
68,0.8795926792349011,0.5444329993445081,0.5320056899004268,0.6552462526766597,0.7188160676532775,0.8218829516539441,0.5257731958762889,0.5508100147275407,0.7234042553191503,0.7200000000000001,0.6627828814698634,0.9785670545009186,0.9604519774011308,0.765672550213025,0.5825200607243549,0.8387096774193551
69,0.5106654949268998,0.5867393278837422,0.5540740740740743,0.8973607038123167,0.5546492659053831,0.7868453105968333,0.6710526315789475,0.527503526093089,0.971428571428572,0.7445255474452555,0.8164504554236819,0.5523677843069479,0.8688245315161847,0.5534535855697317,0.6573666177190407,0.65288035450517
70,0.49275362318840593,0.5444329993445081,0.49275362318840593,0.5160202360876899,0.49275362318840593,0.5205479452054795,0.49275362318840593,0.5350500715307583,0.7555555555555534,0.6181818181818183,0.7717192799373859,0.49275362318840593,0.6513409961685822,0.49275362318840593,0.9388325760223697,0.49275362318840593
71,0.5078255342814034,0.49275362318840593,0.5320056899004268,0.6970387243735765,0.7522123893805319,0.568661971830986,0.6144578313253014,0.8329621380846326,0.6181818181818192,0.7989556135770236,0.5577974731284179,0.778373112518266,0.7931570762052883,0.765672550213025,0.5057427979664848,0.6341463414634148
72,0.8166602785230632,0.5745627038244887,0.5428156748911467,0.6552462526766597,0.8436724565756827,0.7868453105968333,0.5151515151515154,0.527503526093089,0.6666666666666666,0.770780856423174,0.5298226759806556,0.6283916633896974,0.7296137339055798,0.9729311678267596,0.52297507788162,0.5838837516512551
73,0.9945542243659612,0.6889441876999646,0.884160756501182,0.9357798165137613,1.0,0.6485943775100402,0.8360655737704918,0.8329621380846326,0.971428571428572,0.8292682926829271,0.9657198824681684,0.5956019381289602,0.7015130674002749,0.7055524397083568,0.8100120627261759,0.65288035450517
74,0.4735867229754755,0.41935949221004054,0.5165745856353593,0.4567164179104479,0.49275362318840593,0.4247205785667325,0.5604395604395606,0.4770408163265307,0.485714285714286,0.44736842105263175,0.43448883666274984,0.6198603568657877,0.6948228882833787,0.5450606585788563,0.4959379615952734,0.6121883656509698
75,0.49949206845354455,0.6082226174286014,0.5974440894568691,0.675496688741722,0.5811965811965809,0.6485943775100402,0.653846153846154,0.961439588688946,0.7234042553191476,0.8973607038123169,0.6525479814692259,0.86706456863809,0.5978898007033998,0.8369926813040586,0.8100120627261765,0.9464668094218416
76,0.6177636029767105,0.9378932085820293,0.5267605633802818,0.5698324022346369,0.5029585798816572,0.5062695924764892,0.7391304347826088,0.8329621380846326,0.6666666666666666,0.770780856423174,0.5577974731284179,0.778373112518266,0.5610561056105611,0.8369926813040586,0.7122779103686024,0.7049441786283893
77,0.8166602785230632,0.7379109023987817,0.5067750677506776,0.5160202360876899,0.49780380673499314,0.49275362318840593,0.6891891891891894,0.5852895148669798,0.6181818181818192,0.7200000000000001,0.5168617857766906,0.5393182585217686,0.4995102840352595,0.5534535855697318,0.6992970580577974,0.6626686656671665
78,0.737510095765551,0.794370815685203,0.5165745856353592,0.5698324022346369,0.5029585798816572,0.5062695924764892,0.675496688741722,0.7206165703275531,0.7555555555555564,0.601178781925344,0.5106162610046608,0.552367784306948,0.4995102840352595,0.5534535855697318,0.6055004508566277,0.599728629579376
79,0.9945542243659612,0.5173058101254562,0.49734042553191504,0.49275362318840593,0.5190839694656494,0.5356550580431179,0.5454545454545456,0.5201668984700976,0.7555555555555564,0.601178781925344,0.504519870373529,0.5268710847345863,0.4995102840352595,0.5213427268959803,0.5738090151676994,0.6079779917469053
80,0.6980452113137486,0.6460717857539727,0.8292682926829271,0.6361746361746363,0.7522123893805309,0.672216441207076,0.8031496062992126,0.9614395886889461,0.8717948717948741,0.770780856423174,0.8009748172217709,0.9383440986494422,0.9864603481624762,0.8369926813040586,0.7542825049143498,0.9671772428884026
81,0.49275362318840593,0.6460717857539727,0.5843750000000001,0.675496688741722,0.5362776025236595,0.6485943775100402,0.5964912280701755,0.8519362186788156,0.5573770491803282,0.8292682926829271,0.6057751382346919,0.805849722642461,0.5135951661631424,0.8369926813040586,0.6688247011952196,0.8080438756855576
82,0.8795926792349011,0.5173058101254562,0.49275362318840593,0.49275362318840593,0.5029585798816572,0.49275362318840593,0.5795454545454547,0.527503526093089,0.7555555555555564,0.5160202360876899,0.504519870373529,0.552367784306948,0.5362776025236591,0.654186167446698,0.5452699959399108,0.599728629579376
83,0.9530341434322371,0.49275362318840593,0.49275362318840593,0.49275362318840593,0.5029585798816572,0.5062695924764892,0.5425531914893619,0.506089309878214,0.8292682926829261,0.5160202360876899,0.504519870373529,0.5393182585217686,0.5135951661631423,0.631209232313096,0.5531301482701813,0.599728629579376
84,0.5223502492440959,0.8877691250572608,0.6990654205607478,0.7200000000000001,0.6601941747572817,0.7546728971962617,0.5698324022346369,0.9144254278728607,0.7555555555555534,0.9357798165137613,0.8325358851674641,0.5523677843069479,0.9604519774011308,0.5066451872734596,0.8186528497409326,0.5477075588599754
85,0.6578161984151493,0.7379109023987817,0.7923728813559324,0.8619718309859157,0.7083333333333333,0.7868453105968333,0.9272727272727271,0.892601431980907,0.8292682926829261,0.9776357827476039,0.7717192799373859,0.778373112518266,0.5788876276958006,0.8778785764131194,0.9388325760223697,0.8717948717948717
86,0.7685463508476611,0.6615087040618957,0.7376725838264302,0.8973607038123167,0.6882591093117404,1.0,0.8499999999999999,0.9868073878627968,0.6415094339622647,0.8973607038123169,0.6236559139784947,0.9785670545009186,0.5525460455037922,0.9729311678267596,0.6630461614416199,0.8080438756855576
87,0.9530341434322371,0.5173058101254562,0.49734042553191504,0.5041186161449754,0.5246913580246918,0.6060037523452159,0.5573770491803282,0.5590433482810165,0.7234042553191503,0.8292682926829271,0.6733439562941043,0.805849722642461,0.7762557077625565,0.5534535855697317,0.6355892096545197,0.7281713344316312
88,0.9530341434322371,0.5173058101254562,0.49275362318840593,0.49275362318840593,0.5082212257100153,0.49275362318840593,0.5666666666666668,0.506089309878214,0.8292682926829261,0.49275362318840593,0.49275362318840593,0.503624330286795,0.4995102840352595,0.5369184805804526,0.5491719484767943,0.5039908779931587
89,0.9530341434322371,0.5173058101254562,0.49275362318840593,0.49275362318840593,0.5304212168486743,0.5205479452054795,0.5340314136125657,0.49933244325767706,0.8292682926829261,0.49275362318840593,0.49275362318840593,0.49275362318840593,0.5284974093264249,0.5369184805804526,0.5090978013646703,0.49275362318840593
90,0.560849346319207,0.6082226174286014,0.6726618705035973,0.770780856423174,0.6513409961685819,0.7546728971962617,0.5312500000000001,0.6042003231017773,0.7906976744186047,0.9776357827476039,0.988306047444036,0.5268710847345863,0.8292682926829267,0.5213427268959803,0.9388325760223704,0.5098039215686275
91,0.560849346319207,0.6082226174286014,0.6328257191201355,0.5850860420650097,0.5954465849387041,0.5516652433817252,0.5698324022346369,0.6690518783542041,0.6938775510204075,0.9776357827476039,0.8164504554236821,0.5393182585217686,0.7152875175315575,0.5213427268959803,0.7932663910218553,0.5218417945690674
92,0.8469590565787772,0.5444329993445081,0.502013422818792,0.5041186161449754,0.5029585798816572,0.49275362318840593,0.6257668711656442,0.5590433482810165,0.6938775510204076,0.5415929203539824,0.504519870373529,0.5149854979052532,0.4995102840352595,0.5534535855697318,0.6517835476826013,0.5838837516512551
93,0.737510095765551,0.6889441876999646,0.502013422818792,0.5041186161449754,0.5082212257100153,0.5062695924764892,0.6415094339622642,0.5350500715307583,0.7234042553191503,0.601178781925344,0.504519870373529,0.5268710847345863,0.49275362318840593,0.5066451872734596,0.6408971605821999,0.6164574616457462
94,0.9530341434322371,0.5173058101254562,0.49275362318840593,0.49275362318840593,0.5029585798816572,0.49275362318840593,0.5396825396825399,0.5350500715307583,0.790697674418605,0.5160202360876899,0.4985673352435531,0.5393182585217686,0.4995102840352595,0.5534535855697318,0.5531301482701813,0.5838837516512551
