ASM_A_MeanT,ASD_A_SDevT,BSM_B_MeanT,BSD_B_SDevT,CSM_C_MeanT,CSD_C_SDevT,ISM_I_MeanT,ISD_I_SDevT,ALM_A_MeanT,ALD_A_SDevT,BLM_B_MeanT,BLD_B_SDevT,CLM_C_MeanT,CLD_C_SDevT,ILM_I_MeanT,ILD_I_SDevT,DFlow,DGap
0.9069148936170176,0.23391812865497078,0.9272727272727274,0.044444444444444446,0.020000000000000462,0.0,0.5666666666666667,0.24675324675324675,0.8857142857142855,0.6222222222222222,0.9195402298850577,0.19148936170212766,0.0266666666666661,0.16216216216216217,0.7405063291139241,0.4285714285714286,0.0,0.5
0.9281914893616979,0.09356725146198831,0.9181818181818183,0.022222222222222223,0.020000000000000462,0.0,0.519047619047619,0.11688311688311688,0.9142857142857135,0.6222222222222222,0.9310344827586209,0.14893617021276598,0.0,0.02702702702702703,0.7405063291139241,0.40659340659340665,0.0,0.5
0.9707446808510604,0.14035087719298245,0.9000000000000001,0.06666666666666667,0.020000000000000462,0.0,0.49047619047619045,0.12987012987012989,0.9428571428571441,0.5777777777777778,0.9195402298850577,0.14893617021276598,0.0,0.02702702702702703,0.708860759493671,0.4175824175824176,0.0,0.5
0.8856382978723373,0.3274853801169591,0.9181818181818183,0.08888888888888889,0.020000000000000462,0.0,0.4809523809523809,0.09090909090909091,0.971428571428572,0.5777777777777778,0.9195402298850577,0.14893617021276598,0.0,0.02702702702702703,0.6772151898734178,0.40659340659340665,0.0,0.5
0.6728723404255288,0.37426900584795325,0.9727272727272729,0.06666666666666667,0.08000000000000007,0.21052631578947367,0.7095238095238093,0.5714285714285714,1.0,0.5777777777777778,0.9195402298850577,0.14893617021276598,0.0266666666666661,0.13513513513513514,0.6202531645569621,0.37362637362637363,0.5,0.0
0.6515957446808485,0.42105263157894735,0.9727272727272729,0.06666666666666667,0.08000000000000007,0.21052631578947367,0.7857142857142856,0.5324675324675324,1.0,0.5777777777777778,0.9195402298850577,0.14893617021276598,0.0266666666666661,0.13513513513513514,0.6265822784810129,0.38461538461538464,0.5,0.0
0.6090425531914879,0.23391812865497078,0.9727272727272729,0.044444444444444446,0.020000000000000462,0.0,0.738095238095238,0.20779220779220778,0.8571428571428575,0.3555555555555556,0.9425287356321841,0.08510638297872342,0.01333333333333305,0.13513513513513514,0.6518987341772154,0.3626373626373626,0.5,0.0
0.4601063829787221,0.37426900584795325,0.6363636363636364,0.4444444444444445,0.5800000000000001,0.47368421052631576,0.8238095238095238,0.10389610389610389,0.6571428571428565,0.3555555555555556,0.7126436781609197,0.6595744680851064,0.426666666666667,1.0,0.8354430379746834,0.19780219780219782,1.0,0.5
0.37499999999999906,0.42105263157894735,0.41818181818181827,0.35555555555555557,0.6200000000000001,0.5789473684210527,0.557142857142857,0.4675324675324675,0.6000000000000005,0.44444444444444453,0.5287356321839081,0.6595744680851064,0.6533333333333337,0.891891891891892,0.7405063291139241,0.3626373626373626,1.0,0.5
0.4388297872340418,0.23391812865497078,0.4909090909090909,0.19999999999999998,0.6600000000000001,0.368421052631579,0.8714285714285714,0.14285714285714285,0.514285714285714,0.5333333333333334,0.4367816091954024,0.5531914893617021,0.706666666666667,0.6756756756756757,0.6772151898734178,0.4835164835164835,0.5,1.0
0.33244680851063657,0.2807017543859649,0.6454545454545455,0.4888888888888889,0.4800000000000004,0.47368421052631576,0.45714285714285713,0.5064935064935066,0.45714285714285546,0.5333333333333334,0.4252873563218391,0.5531914893617021,0.6933333333333328,0.5675675675675675,0.5443037974683546,0.6043956043956044,1.0,0.5
0.8005319148936143,0.6549707602339182,0.6545454545454547,0.5777777777777778,0.4800000000000004,1.0,0.8761904761904761,0.6753246753246753,0.771428571428571,0.8444444444444446,0.5057471264367817,0.5957446808510639,0.8266666666666668,0.7297297297297298,0.708860759493671,0.6593406593406593,1.0,0.5
0.8005319148936143,0.6549707602339182,0.6545454545454547,0.5777777777777778,0.4800000000000004,1.0,0.8761904761904761,0.6753246753246753,0.771428571428571,0.8444444444444446,0.5057471264367817,0.5957446808510639,0.8266666666666668,0.7297297297297298,0.708860759493671,0.6593406593406593,1.0,0.5
0.8005319148936143,0.6549707602339182,0.6545454545454547,0.5777777777777778,0.4800000000000004,1.0,0.8761904761904761,0.6753246753246753,0.771428571428571,0.8444444444444446,0.5057471264367817,0.5957446808510639,0.8266666666666668,0.7297297297297298,0.708860759493671,0.6593406593406593,1.0,0.5
0.8005319148936143,0.888888888888889,0.8545454545454546,0.3333333333333333,0.3200000000000003,0.6052631578947368,0.780952380952381,0.2857142857142857,0.9142857142857135,0.5333333333333334,0.8045977011494253,0.4255319148936171,0.5199999999999996,0.7297297297297298,0.8924050632911393,0.29670329670329676,0.5,0.0
0.5452127659574452,0.09356725146198831,0.9909090909090909,0.0,0.08000000000000007,0.21052631578947367,0.8523809523809524,0.051948051948051945,0.8571428571428575,0.48888888888888893,0.9080459770114944,0.23404255319148937,0.41333333333333283,0.6486486486486487,0.8797468354430381,0.15384615384615388,0.5,0.0
0.5026595744680826,0.42105263157894735,0.1181818181818182,0.13333333333333333,1.0,0.07894736842105263,1.0,0.3896103896103896,0.771428571428571,0.3555555555555556,0.5632183908045978,0.8297872340425533,0.8533333333333329,0.7027027027027027,0.968354430379747,0.27472527472527475,1.0,0.5
0.6728723404255288,0.7485380116959065,0.5818181818181819,1.0,0.7400000000000002,0.8421052631578947,0.8238095238095238,0.2727272727272727,0.8285714285714295,0.4000000000000001,0.5632183908045978,0.8510638297872342,0.8533333333333329,0.7837837837837838,0.968354430379747,0.29670329670329676,1.0,0.5
0.5664893617021254,0.23391812865497078,0.5636363636363637,0.6888888888888889,0.6000000000000005,0.4473684210526316,0.8476190476190475,0.33766233766233766,0.771428571428571,0.4000000000000001,0.47126436781609204,0.8510638297872342,0.9066666666666663,0.7027027027027027,0.9367088607594937,0.29670329670329676,0.5,1.0
0.5026595744680826,0.8421052631578947,0.3545454545454546,0.5777777777777778,0.5900000000000007,0.8421052631578947,0.6333333333333333,0.5584415584415584,0.714285714285715,0.5333333333333334,0.3563218390804597,0.8085106382978724,0.8800000000000002,0.8108108108108107,0.8544303797468356,0.4175824175824176,0.5,1.0
0.24734042553191543,0.608187134502924,0.42727272727272736,0.7555555555555555,0.6500000000000004,0.5789473684210527,0.49047619047619045,0.935064935064935,0.4285714285714275,0.5333333333333334,0.3333333333333334,0.5957446808510639,0.7733333333333334,0.6486486486486487,0.6265822784810129,0.5494505494505495,0.5,1.0
0.22606382978723324,0.23391812865497078,0.5181818181818182,0.6666666666666666,0.5700000000000003,0.631578947368421,0.43809523809523804,0.35064935064935066,0.228571428571429,0.3555555555555556,0.2873563218390805,0.6595744680851064,0.8266666666666668,0.6216216216216216,0.4620253164556964,0.5714285714285715,0.5,1.0
0.4388297872340418,0.7017543859649122,0.5545454545454546,0.7777777777777777,0.5900000000000007,0.5789473684210527,0.5999999999999999,0.45454545454545453,0.257142857142857,0.48888888888888893,0.32183908045977017,0.7021276595744682,0.8266666666666668,0.6216216216216216,0.4303797468354432,0.6043956043956044,1.0,0.5
0.4388297872340418,0.7017543859649122,0.5545454545454546,0.7777777777777777,0.5900000000000007,0.5789473684210527,0.5999999999999999,0.45454545454545453,0.257142857142857,0.48888888888888893,0.32183908045977017,0.7021276595744682,0.8266666666666668,0.6216216216216216,0.4303797468354432,0.6043956043956044,1.0,0.5
0.8005319148936143,1.0,0.6363636363636364,0.6222222222222222,0.4300000000000006,0.6052631578947368,0.619047619047619,0.4415584415584416,0.3714285714285715,0.888888888888889,0.3448275862068965,0.6808510638297873,0.7733333333333334,0.6756756756756757,0.4177215189873421,0.5824175824175825,1.0,0.5
0.8005319148936143,1.0,0.6363636363636364,0.6222222222222222,0.4300000000000006,0.6052631578947368,0.619047619047619,0.4415584415584416,0.3714285714285715,0.888888888888889,0.3448275862068965,0.6808510638297873,0.7733333333333334,0.6756756756756757,0.4177215189873421,0.5824175824175825,1.0,0.5
0.8005319148936143,1.0,0.6363636363636364,0.6222222222222222,0.4300000000000006,0.6052631578947368,0.619047619047619,0.4415584415584416,0.3714285714285715,0.888888888888889,0.3448275862068965,0.6808510638297873,0.7733333333333334,0.6756756756756757,0.4177215189873421,0.5824175824175825,1.0,0.5
0.8005319148936143,1.0,0.6363636363636364,0.6222222222222222,0.4300000000000006,0.6052631578947368,0.619047619047619,0.4415584415584416,0.3714285714285715,0.888888888888889,0.3448275862068965,0.6808510638297873,0.7733333333333334,0.6756756756756757,0.4177215189873421,0.5824175824175825,1.0,0.5
0.779255319148934,0.42105263157894735,0.9272727272727274,0.06666666666666667,0.010000000000000675,0.0,0.5761904761904761,0.14285714285714285,0.6571428571428565,0.8444444444444446,0.632183908045977,0.6808510638297873,0.41333333333333283,0.918918918918919,0.5632911392405066,0.37362637362637363,0.5,0.0
0.9494680851063781,0.5146198830409356,0.890909090909091,0.08888888888888889,0.010000000000000675,0.0,0.4857142857142857,0.12987012987012989,0.8571428571428575,0.8,0.7356321839080461,0.5531914893617021,0.2533333333333327,0.7837837837837838,0.5822784810126583,0.31868131868131877,0.5,0.0
0.6090425531914879,0.42105263157894735,0.9545454545454547,0.11111111111111112,0.0,0.0,0.5999999999999999,0.35064935064935066,0.9142857142857135,0.7111111111111112,0.8735632183908048,0.2765957446808511,0.06666666666666643,0.3783783783783784,0.5886075949367091,0.27472527472527475,0.5,0.0
0.6515957446808485,0.3274853801169591,0.9636363636363638,0.11111111111111112,0.1200000000000001,0.1842105263157895,0.7523809523809524,0.5324675324675324,0.8285714285714295,0.4000000000000001,0.9655172413793106,0.10638297872340427,0.22666666666666657,0.35135135135135137,0.860759493670886,0.3406593406593407,0.5,0.5
0.4388297872340418,0.3274853801169591,0.2636363636363637,0.2888888888888889,0.8800000000000008,0.1842105263157895,0.780952380952381,0.7922077922077921,0.742857142857143,0.3555555555555556,0.574712643678161,0.7021276595744682,0.9466666666666667,0.7027027027027027,0.9620253164556962,0.37362637362637363,1.0,0.5
0.11968085106382993,0.3274853801169591,0.20909090909090913,0.37777777777777777,0.8000000000000007,0.21052631578947367,0.16190476190476183,0.40259740259740256,0.45714285714285546,0.48888888888888893,0.3448275862068965,0.7446808510638298,0.9466666666666667,0.5945945945945946,0.5506329113924053,0.8461538461538463,0.5,1.0
0.7367021276595715,0.18713450292397663,0.9727272727272729,0.044444444444444446,0.5600000000000005,0.42105263157894735,0.9666666666666666,0.025974025974025972,0.9142857142857135,0.2666666666666667,0.885057471264368,0.2553191489361702,0.7600000000000003,0.4594594594594595,1.0,0.13186813186813187,0.5,0.5
0.3537234042553188,0.46783625730994155,0.5636363636363637,0.35555555555555557,0.5500000000000007,0.39473684210526316,0.35238095238095235,0.3116883116883117,0.6000000000000005,0.5333333333333334,0.6091954022988507,0.7021276595744682,0.6933333333333328,0.7027027027027027,0.6645569620253164,0.6263736263736264,0.5,0.5
0.055851063829787176,0.46783625730994155,0.3454545454545455,0.6888888888888889,0.6900000000000004,0.5789473684210527,0.18571428571428567,0.6493506493506493,0.314285714285713,0.6222222222222222,0.3333333333333334,0.6595744680851064,0.8266666666666668,0.6486486486486487,0.41139240506329144,0.7362637362637362,1.0,0.5
0.20478723404255297,0.46783625730994155,0.31818181818181823,0.4666666666666666,0.6800000000000006,0.47368421052631576,0.2952380952380952,0.7142857142857143,0.39999999999999947,0.44444444444444453,0.3448275862068965,0.574468085106383,0.8399999999999999,0.5405405405405406,0.5063291139240507,0.6483516483516484,0.5,1.0
0.6515957446808485,0.09356725146198831,0.9363636363636365,0.24444444444444444,0.4500000000000002,0.13157894736842105,0.9476190476190475,0.051948051948051945,0.714285714285715,0.04444444444444445,0.9540229885057473,0.14893617021276598,0.16000000000000014,0.48648648648648646,0.8860759493670886,0.18681318681318684,0.5,0.5
0.8643617021276552,0.888888888888889,0.9000000000000001,0.13333333333333333,0.10000000000000053,0.2894736842105263,0.6761904761904761,0.4805194805194805,0.8285714285714295,0.48888888888888893,0.9540229885057473,0.10638297872340427,0.05333333333333338,0.1891891891891892,0.7848101265822787,0.27472527472527475,0.5,0.5
0.7154255319148912,0.46783625730994155,0.9636363636363638,0.08888888888888889,0.03000000000000025,0.02631578947368421,0.7857142857142856,0.35064935064935066,0.742857142857143,0.2666666666666667,0.9655172413793106,0.06382978723404255,0.040000000000000334,0.10810810810810811,0.8481012658227848,0.28571428571428575,0.5,0.0
0.5664893617021254,0.18713450292397663,0.981818181818182,0.044444444444444446,0.020000000000000462,0.0,0.7904761904761906,0.25974025974025977,0.8285714285714295,0.48888888888888893,0.9540229885057473,0.1276595744680851,0.09333333333333371,0.3783783783783784,0.7784810126582279,0.2527472527472528,0.5,0.0
0.3111702127659563,0.18713450292397663,0.43636363636363645,0.24444444444444444,0.6699999999999999,0.2894736842105263,0.5,0.2207792207792208,0.542857142857142,0.5333333333333334,0.5287356321839081,0.574468085106383,0.6799999999999997,0.6486486486486487,0.6518987341772154,0.5274725274725275,0.5,1.0
0.3537234042553188,0.42105263157894735,0.5272727272727273,0.5555555555555556,0.5200000000000005,0.5789473684210527,0.5142857142857142,0.4935064935064935,0.314285714285713,0.22222222222222224,0.367816091954023,0.4468085106382979,0.7999999999999995,0.5135135135135135,0.4493670886075951,0.31868131868131877,0.5,1.0
0.37499999999999906,0.23391812865497078,0.5545454545454546,0.5777777777777778,0.5,0.7105263157894737,0.7238095238095238,0.2987012987012987,0.39999999999999947,0.2666666666666667,0.39080459770114945,0.574468085106383,0.7466666666666661,0.6216216216216216,0.5126582278481014,0.5494505494505495,0.5,1.0
0.8005319148936143,0.5146198830409356,0.9545454545454547,0.06666666666666667,0.020000000000000462,0.0,0.6761904761904761,0.20779220779220778,0.8285714285714295,0.44444444444444453,0.9540229885057473,0.08510638297872342,0.01333333333333305,0.10810810810810811,0.7278481012658228,0.15384615384615388,0.5,0.0
0.6515957446808485,0.18713450292397663,0.981818181818182,0.044444444444444446,0.020000000000000462,0.0,0.7523809523809524,0.15584415584415584,0.8285714285714295,0.44444444444444453,0.9540229885057473,0.1276595744680851,0.01333333333333305,0.13513513513513514,0.6139240506329117,0.29670329670329676,0.5,0.0
0.5664893617021254,0.09356725146198831,0.9909090909090909,0.0,0.20999999999999996,0.13157894736842105,0.938095238095238,0.051948051948051945,0.6857142857142845,0.3555555555555556,0.9195402298850577,0.2765957446808511,0.35999999999999943,0.5945945945945946,0.8354430379746834,0.38461538461538464,0.5,0.5
1.0,1.0,0.8363636363636364,0.35555555555555557,0.3200000000000003,0.13157894736842105,0.7666666666666666,0.6233766233766234,0.742857142857143,1.0,0.6896551724137931,0.6808510638297873,0.4400000000000001,0.7297297297297298,0.6708860759493672,0.6043956043956044,0.5,0.5
0.6090425531914879,0.23391812865497078,0.9727272727272729,0.044444444444444446,0.16000000000000014,0.5263157894736842,0.7714285714285715,0.36363636363636365,0.714285714285715,0.2666666666666667,0.9540229885057473,0.10638297872340427,0.18666666666666623,0.4054054054054054,0.9050632911392406,0.2417582417582418,0.5,0.5
0.5664893617021254,0.046783625730994156,0.9909090909090909,0.0,0.05000000000000071,0.1842105263157895,0.7523809523809524,0.45454545454545453,0.771428571428571,0.44444444444444453,0.9425287356321841,0.17021276595744683,0.05333333333333338,0.21621621621621623,0.7658227848101267,0.3626373626373626,0.5,0.0
0.5026595744680826,0.046783625730994156,0.9909090909090909,0.0,0.05000000000000071,0.07894736842105263,0.838095238095238,0.09090909090909091,0.771428571428571,0.1777777777777778,0.9195402298850577,0.21276595744680854,0.4800000000000004,0.5945945945945946,0.9367088607594937,0.16483516483516483,0.5,0.0
0.14095744680851022,0.37426900584795325,0.42727272727272736,0.6888888888888889,0.5800000000000001,0.7894736842105263,0.21904761904761902,0.3116883116883117,0.6285714285714284,1.0,0.5057471264367817,0.7021276595744682,0.8133333333333338,0.6756756756756757,0.5632911392405066,0.8351648351648352,0.5,1.0
0.7579787234042518,0.42105263157894735,0.9454545454545455,0.11111111111111112,0.45999999999999996,0.5,0.8904761904761905,0.25974025974025977,0.8285714285714295,0.3555555555555556,0.9195402298850577,0.23404255319148937,0.4666666666666662,0.7837837837837838,0.8924050632911393,0.19780219780219782,0.5,0.5
0.4813829787234024,0.42105263157894735,0.4636363636363637,0.2888888888888889,0.71,0.368421052631579,0.738095238095238,0.4935064935064935,0.6571428571428565,0.22222222222222224,0.8045977011494253,0.5319148936170213,0.3866666666666667,0.6756756756756757,0.8924050632911393,0.2637362637362638,0.5,0.5
0.6303191489361681,0.14035087719298245,0.8636363636363636,0.37777777777777777,0.5,0.736842105263158,0.9523809523809523,0.20779220779220778,0.1714285714285705,0.5777777777777778,0.2758620689655173,0.8297872340425533,0.8933333333333332,0.7297297297297298,0.2531645569620257,0.8131868131868133,0.5,0.5
0.5239361702127648,0.046783625730994156,0.9909090909090909,0.0,0.020000000000000462,0.02631578947368421,0.9047619047619047,0.0,0.6285714285714284,0.3555555555555556,0.8735632183908048,0.5531914893617021,0.23999999999999963,0.6486486486486487,0.8164556962025317,0.5934065934065934,0.5,0.5
0.6941489361702109,0.046783625730994156,0.9272727272727274,0.19999999999999998,0.5700000000000003,0.2894736842105263,0.9857142857142855,0.06493506493506494,0.771428571428571,0.22222222222222224,0.8045977011494253,0.4468085106382979,0.6000000000000002,0.5405405405405406,0.9746835443037974,0.2197802197802198,0.5,0.5
0.5664893617021254,0.09356725146198831,0.9272727272727274,0.24444444444444444,0.3100000000000005,0.39473684210526316,0.938095238095238,0.10389610389610389,0.6857142857142845,0.31111111111111117,0.7471264367816093,0.5106382978723404,0.5199999999999996,0.6486486486486487,0.8481012658227848,0.40659340659340665,0.5,0.5
0.034574468085106884,0.8421052631578947,0.1090909090909091,0.5555555555555556,0.8900000000000006,0.631578947368421,0.2619047619047619,0.935064935064935,0.514285714285714,0.6666666666666667,0.6091954022988507,0.8936170212765958,0.5733333333333329,0.891891891891892,0.7531645569620253,0.7582417582417582,0.5,0.5
0.0,0.09356725146198831,0.0,0.044444444444444446,1.0,0.05263157894736842,0.0,0.07792207792207792,0.342857142857141,0.8,0.3563218390804597,1.0,0.7600000000000003,1.0,0.5316455696202532,1.0,0.5,1.0
0.9707446808510604,1.0,0.9272727272727274,0.2888888888888889,0.34000000000000075,0.868421052631579,0.8047619047619047,0.40259740259740256,0.7999999999999989,0.6222222222222222,0.885057471264368,0.3617021276595745,0.3733333333333337,0.6486486486486487,0.9746835443037974,0.2197802197802198,0.5,0.5
0.6090425531914879,0.14035087719298245,0.9090909090909092,0.24444444444444444,0.41000000000000014,0.631578947368421,0.957142857142857,0.06493506493506494,0.742857142857143,0.3555555555555556,0.9310344827586209,0.21276595744680854,0.3200000000000003,0.5135135135135135,0.9430379746835444,0.15384615384615388,0.5,0.5
0.5026595744680826,0.2807017543859649,0.5636363636363637,0.4666666666666666,0.5,0.23684210526315788,0.5952380952380952,0.5974025974025974,0.514285714285714,0.4000000000000001,0.5172413793103449,0.8297872340425533,0.706666666666667,0.7027027027027027,0.6139240506329117,0.7582417582417582,0.5,1.0
0.4601063829787221,0.3274853801169591,0.5454545454545455,0.4222222222222222,0.5,0.34210526315789475,0.619047619047619,0.4675324675324675,0.485714285714286,0.4000000000000001,0.367816091954023,0.7021276595744682,0.7866666666666665,0.5945945945945946,0.5063291139240507,0.6923076923076924,1.0,0.5
0.013297872340426597,0.18713450292397663,0.17272727272727276,0.26666666666666666,0.8500000000000005,0.23684210526315788,0.24285714285714285,0.5194805194805195,0.314285714285713,0.44444444444444453,0.24137931034482757,0.574468085106383,0.8266666666666668,0.5945945945945946,0.3860759493670889,0.5274725274725275,0.5,1.0
0.8005319148936143,0.46783625730994155,0.9363636363636365,0.13333333333333333,0.020000000000000462,0.02631578947368421,0.6714285714285715,0.40259740259740256,0.742857142857143,0.3555555555555556,0.885057471264368,0.3617021276595745,0.11999999999999982,0.5945945945945946,0.6962025316455698,0.29670329670329676,0.5,0.0
0.6090425531914879,0.3274853801169591,0.9727272727272729,0.044444444444444446,0.010000000000000675,0.0,0.7190476190476189,0.15584415584415584,0.7999999999999989,0.31111111111111117,0.9540229885057473,0.08510638297872342,0.01333333333333305,0.10810810810810811,0.708860759493671,0.2527472527472528,0.5,0.0
0.6728723404255288,0.37426900584795325,0.9545454545454547,0.13333333333333333,0.020000000000000462,0.02631578947368421,0.7333333333333333,0.3116883116883117,0.6571428571428565,0.1777777777777778,0.9655172413793106,0.10638297872340427,0.01333333333333305,0.10810810810810811,0.8164556962025317,0.17582417582417584,0.5,0.0
0.5026595744680826,0.046783625730994156,0.9909090909090909,0.0,0.05000000000000071,0.07894736842105263,0.9047619047619047,0.051948051948051945,0.6571428571428565,0.1777777777777778,0.9770114942528738,0.06382978723404255,0.01333333333333305,0.05405405405405406,0.860759493670886,0.18681318681318684,0.5,0.0
0.28989361702127603,0.23391812865497078,0.4000000000000001,0.22222222222222224,0.6600000000000001,0.2631578947368421,0.38095238095238093,0.4805194805194805,0.57142857142857,0.3555555555555556,0.6206896551724139,0.5319148936170213,0.5066666666666665,0.5945945945945946,0.658227848101266,0.5164835164835165,0.5,0.5
0.0,0.23391812865497078,0.15454545454545454,0.26666666666666666,0.9199999999999999,0.23684210526315788,0.17142857142857137,0.5844155844155844,0.1142857142857145,0.4000000000000001,0.1839080459770115,0.6170212765957447,0.9599999999999996,0.5945945945945946,0.25949367088607633,0.6153846153846154,0.5,1.0
0.5664893617021254,0.046783625730994156,1.0,0.0,0.020000000000000462,0.0,0.8523809523809524,0.06493506493506494,0.6571428571428565,0.04444444444444445,0.9770114942528738,0.10638297872340427,0.07999999999999947,0.24324324324324323,0.9050632911392406,0.17582417582417584,0.5,0.5
0.5239361702127648,0.0,1.0,0.0,0.020000000000000462,0.02631578947368421,0.9095238095238095,0.025974025974025972,0.6000000000000005,0.04444444444444445,0.9770114942528738,0.08510638297872342,0.040000000000000334,0.21621621621621623,0.8924050632911393,0.17582417582417584,0.5,0.0
0.055851063829787176,0.5614035087719298,0.29090909090909095,0.6888888888888889,0.75,0.6578947368421053,0.13333333333333333,0.45454545454545453,0.342857142857141,0.5333333333333334,0.5977011494252874,0.8936170212765958,0.4800000000000004,0.9729729729729729,0.6075949367088609,0.9010989010989011,0.5,1.0
0.24734042553191543,0.3274853801169591,0.3727272727272728,0.4222222222222222,0.7000000000000002,0.368421052631579,0.4619047619047619,0.4415584415584416,0.39999999999999947,0.48888888888888893,0.3563218390804597,0.6382978723404256,0.8533333333333329,0.5675675675675675,0.5316455696202532,0.5714285714285715,0.5,1.0
0.3537234042553188,0.7485380116959065,0.3272727272727273,0.5555555555555556,0.7200000000000006,0.5,0.4142857142857142,0.5064935064935066,0.228571428571429,0.44444444444444453,0.20689655172413796,0.5106382978723404,0.8933333333333332,0.5135135135135135,0.2531645569620257,0.38461538461538464,0.5,1.0
0.5239361702127648,0.046783625730994156,0.9909090909090909,0.022222222222222223,0.0600000000000005,0.1842105263157895,0.8857142857142856,0.11688311688311688,0.6857142857142845,0.4000000000000001,0.7356321839080461,0.6170212765957447,0.35999999999999943,0.891891891891892,0.7784810126582279,0.31868131868131877,0.5,0.0
0.5239361702127648,0.046783625730994156,1.0,0.0,0.03000000000000025,0.0,0.8714285714285714,0.025974025974025972,0.6000000000000005,0.0,1.0,0.021276595744680854,0.01333333333333305,0.08108108108108109,0.8987341772151898,0.021978021978021983,0.5,0.0
0.5239361702127648,0.046783625730994156,1.0,0.0,0.07000000000000028,0.05263157894736842,0.9238095238095237,0.012987012987012986,0.6000000000000005,0.0,1.0,0.0,0.06666666666666643,0.08108108108108109,0.968354430379747,0.0,0.5,0.5
0.11968085106382993,0.18713450292397663,0.2636363636363637,0.35555555555555557,0.7600000000000007,0.34210526315789475,0.07142857142857138,0.18181818181818182,0.3714285714285715,0.48888888888888893,0.4942528735632184,0.9361702127659575,0.6000000000000002,0.9459459459459459,0.46835443037974706,0.9670329670329672,0.5,0.5
0.11968085106382993,0.18713450292397663,0.21818181818181823,0.15555555555555556,0.8300000000000001,0.10526315789473684,0.13333333333333333,0.25974025974025977,0.285714285714285,0.48888888888888893,0.39080459770114945,0.9148936170212766,0.6933333333333328,0.9459459459459459,0.37341772151898767,0.9450549450549451,0.5,1.0
0.5877659574468057,0.09356725146198831,0.981818181818182,0.022222222222222223,0.020000000000000462,0.0,0.7904761904761906,0.11688311688311688,0.714285714285715,0.08888888888888888,0.9770114942528738,0.04255319148936171,0.01333333333333305,0.10810810810810811,0.7594936708860761,0.15384615384615388,0.5,0.5
